trade_id,date,symbol,client_id,algo_type,side,order_qty,filled_qty,fill_rate,order_price,exec_price,vwap,slippage_bps,pnl,is_anomaly,anomaly_reason
TRD-00125,2023-07-03,AAPL,CLIENT_006,POV,BUY,37030,34706,93.73,191.277,192.0956,190.2109,42.8,-65409.53,True,HIGH SLIPPAGE
TRD-00126,2023-07-05,AAPL,CLIENT_008,VWAP,SELL,9238,8260,89.42,189.0955,188.7198,189.1679,19.87,-3701.38,False,
TRD-00127,2023-07-06,AAPL,CLIENT_015,IS,SELL,40650,36499,89.79,187.3879,187.0782,188.5428,16.53,-53455.1,True,LARGE ORDER
TRD-00128,2023-07-07,AAPL,CLIENT_017,POV,SELL,10930,7206,65.93,188.9376,188.4032,188.727,28.28,-2333.26,False,
TRD-00129,2023-07-10,AAPL,CLIENT_016,POV,SELL,49768,46167,92.77,186.8154,186.1596,186.1113,35.11,2232.13,True,LARGE ORDER
TRD-00130,2023-07-11,AAPL,CLIENT_008,IS,SELL,41574,33239,79.95,186.7167,186.6091,185.5651,5.76,34701.87,True,LARGE ORDER
TRD-00131,2023-07-12,AAPL,CLIENT_008,IS,SELL,5577,4546,81.53,187.2299,186.3029,187.5261,49.51,-5560.46,True,HIGH SLIPPAGE
TRD-00132,2023-07-13,AAPL,CLIENT_010,TWAP,SELL,22510,19606,87.1,188.0394,187.543,188.0427,26.4,-9796.21,False,
TRD-00133,2023-07-14,AAPL,CLIENT_011,VWAP,BUY,10384,10192,98.16,187.7728,188.4731,188.0394,37.3,-4420.62,False,
TRD-00134,2023-07-17,AAPL,CLIENT_008,POV,BUY,46795,39492,84.4,189.4213,190.0923,190.8756,35.42,30932.7,True,LARGE ORDER
TRD-00135,2023-07-18,AAPL,CLIENT_007,VWAP,SELL,27212,24597,90.39,190.8525,190.5589,190.994,15.39,-10702.74,False,
TRD-00136,2023-07-19,AAPL,CLIENT_011,POV,SELL,4580,4045,88.33,190.6058,189.8301,192.8037,40.7,-12028.1,True,HIGH SLIPPAGE
TRD-00137,2023-07-20,AAPL,CLIENT_007,POV,SELL,38778,35034,90.35,192.5701,191.6891,191.527,45.75,5677.67,True,HIGH SLIPPAGE
TRD-00138,2023-07-21,AAPL,CLIENT_001,POV,SELL,886,690,77.9,191.5928,191.1028,190.2241,25.57,606.32,False,
TRD-00139,2023-07-24,AAPL,CLIENT_012,IS,SELL,27960,24588,87.94,190.9118,190.2847,190.8065,32.85,-12830.07,False,
TRD-00140,2023-07-25,AAPL,CLIENT_018,TWAP,SELL,14880,14214,95.53,190.8328,190.0696,191.1585,39.99,-15478.13,False,
TRD-00141,2023-07-26,AAPL,CLIENT_009,POV,SELL,2402,2189,91.15,191.1684,190.8327,191.9745,17.56,-2499.46,False,
TRD-00142,2023-07-27,AAPL,CLIENT_013,IS,SELL,47959,35079,73.15,193.4881,193.3796,191.8133,5.61,54943.92,True,LARGE ORDER
TRD-00143,2023-07-28,AAPL,CLIENT_006,POV,BUY,41280,33122,80.24,192.1555,192.2086,193.0077,2.76,26466.36,True,LARGE ORDER
TRD-00144,2023-07-31,AAPL,CLIENT_018,VWAP,SELL,39290,36140,91.98,193.5275,192.9936,193.5341,27.59,-19534.62,False,
TRD-00145,2023-08-01,AAPL,CLIENT_019,VWAP,BUY,42623,38061,89.3,193.7052,194.2854,193.3433,29.95,-35858.29,True,LARGE ORDER
TRD-00146,2023-08-02,AAPL,CLIENT_014,TWAP,SELL,12409,10604,85.46,192.5207,192.4662,190.7078,2.83,18646.46,False,
TRD-00147,2023-08-03,AAPL,CLIENT_002,IS,SELL,21953,19492,88.79,189.0955,188.7428,188.9376,18.65,-3796.73,False,
TRD-00148,2023-08-04,AAPL,CLIENT_007,POV,SELL,22618,14576,64.45,183.1237,182.6368,181.3897,26.59,18177.62,False,
TRD-00149,2023-08-07,AAPL,CLIENT_013,IS,SELL,17032,14809,86.95,179.7775,179.5694,177.4545,11.58,31319.0,False,
TRD-00150,2023-08-08,AAPL,CLIENT_003,POV,BUY,49588,40563,81.8,177.369,177.4609,176.9018,5.18,-22679.33,True,LARGE ORDER
TRD-00151,2023-08-09,AAPL,CLIENT_018,VWAP,SELL,15194,13032,85.78,178.5337,178.051,176.4016,27.04,21494.6,False,
TRD-00152,2023-08-10,AAPL,CLIENT_003,VWAP,BUY,16705,15553,93.11,177.1617,177.7328,176.4642,32.23,-19731.13,False,
TRD-00153,2023-08-11,AAPL,CLIENT_007,VWAP,BUY,16133,15470,95.89,175.266,176.1216,175.5954,48.82,-8140.01,True,HIGH SLIPPAGE
TRD-00154,2023-08-14,AAPL,CLIENT_005,POV,BUY,37460,29245,78.07,175.9084,176.2044,176.7486,16.82,15914.36,False,
TRD-00155,2023-08-15,AAPL,CLIENT_007,POV,SELL,24675,21672,87.83,176.8079,176.5556,175.9315,14.27,13525.91,False,
TRD-00156,2023-08-16,AAPL,CLIENT_006,VWAP,BUY,20884,19126,91.58,175.0782,175.163,175.1506,4.84,-236.24,False,
TRD-00157,2023-08-17,AAPL,CLIENT_004,VWAP,SELL,38235,32645,85.38,175.088,174.2446,172.9695,48.17,41625.37,True,HIGH SLIPPAGE
TRD-00158,2023-08-18,AAPL,CLIENT_013,POV,BUY,5480,4891,89.26,170.3041,170.9019,171.8361,35.1,4569.34,False,
TRD-00159,2023-08-21,AAPL,CLIENT_019,TWAP,BUY,46191,42095,91.13,173.042,173.2062,173.2068,9.49,23.66,True,LARGE ORDER
TRD-00160,2023-08-22,AAPL,CLIENT_010,VWAP,BUY,23254,20311,87.35,175.009,175.2411,175.0024,13.26,-4848.91,False,
TRD-00161,2023-08-23,AAPL,CLIENT_018,POV,SELL,5019,3976,79.22,176.4521,175.8166,178.2444,36.02,-9652.9,False,
TRD-00162,2023-08-24,AAPL,CLIENT_017,IS,BUY,28028,23293,83.11,178.5771,178.8399,175.77,14.72,-71506.29,False,
TRD-00163,2023-08-25,AAPL,CLIENT_016,VWAP,SELL,24236,24071,99.32,175.3253,174.6738,175.7997,37.16,-27101.26,False,
TRD-00164,2023-08-28,AAPL,CLIENT_015,TWAP,SELL,12043,11237,93.32,178.0038,177.4524,177.6941,30.97,-2716.48,False,
TRD-00165,2023-08-29,AAPL,CLIENT_017,IS,SELL,30965,23126,74.69,177.6184,177.385,180.722,13.14,-77171.72,False,
TRD-00166,2023-08-30,AAPL,CLIENT_014,IS,SELL,16588,12019,72.46,182.7977,182.1006,184.5834,38.13,-29841.27,False,
TRD-00167,2023-08-31,AAPL,CLIENT_003,IS,SELL,16481,9971,60.5,185.6641,185.5399,185.9771,6.69,-4359.04,False,
TRD-00168,2023-09-01,AAPL,CLIENT_015,POV,SELL,2380,1466,61.61,187.295,187.2389,187.0281,3.0,309.0,False,
TRD-00169,2023-09-05,AAPL,CLIENT_016,IS,BUY,32452,29187,89.94,186.099,186.7593,186.9062,35.48,4287.26,False,
TRD-00170,2023-09-06,AAPL,CLIENT_007,IS,SELL,22804,17466,76.6,186.2176,186.1097,182.2738,5.79,66997.7,False,
TRD-00171,2023-09-07,AAPL,CLIENT_009,IS,BUY,34357,26525,77.21,173.1507,173.5697,174.3929,24.2,21834.18,False,
TRD-00172,2023-09-08,AAPL,CLIENT_007,VWAP,BUY,47690,41775,87.6,176.284,176.6764,176.6662,22.26,-426.54,True,LARGE ORDER
TRD-00173,2023-09-11,AAPL,CLIENT_014,POV,BUY,45759,33837,73.95,177.9841,178.539,176.9265,31.18,-54562.06,True,LARGE ORDER
TRD-00174,2023-09-12,AAPL,CLIENT_016,POV,SELL,1630,1340,82.23,177.4108,177.3537,175.032,3.22,3111.02,False,
TRD-00175,2023-09-13,AAPL,CLIENT_003,IS,BUY,27002,19741,73.11,174.4653,175.0178,173.1343,31.67,-37183.04,False,
TRD-00176,2023-09-14,AAPL,CLIENT_008,IS,SELL,31515,24458,77.61,171.9844,171.2454,173.1112,42.97,-45633.82,True,HIGH SLIPPAGE
TRD-00177,2023-09-15,AAPL,CLIENT_018,IS,SELL,49385,41016,83.05,174.4357,174.279,173.0816,8.98,49114.22,True,LARGE ORDER
TRD-00178,2023-09-18,AAPL,CLIENT_018,IS,SELL,46562,29087,62.47,174.4357,173.8692,175.7799,32.48,-55577.2,True,LARGE ORDER
TRD-00179,2023-09-19,AAPL,CLIENT_015,IS,SELL,16975,10342,60.93,175.4636,174.9424,176.541,29.7,-16532.81,False,
TRD-00180,2023-09-20,AAPL,CLIENT_008,VWAP,BUY,21179,20989,99.1,177.1835,177.7008,174.8146,29.2,-60579.05,False,
TRD-00181,2023-09-21,AAPL,CLIENT_004,TWAP,BUY,14680,13332,90.82,172.528,173.0891,172.673,32.52,-5547.46,False,
