date,symbol,open,high,low,close,volume,vwap
2023-04-04,AAPL,164.22090454094308,164.45746763773894,162.75217680448466,163.26475524902344,46278300,163.49146656374901
2023-04-05,AAPL,162.38749456021097,162.69306530915642,159.48947577581393,161.42147827148438,51511700,161.20133978548492
2023-04-06,AAPL,160.1104583059446,162.60434321282244,159.686606015777,162.30862426757812,45390100,161.5331911653925
2023-04-10,AAPL,159.11488161033475,159.71617126464844,157.7940207437735,159.71617126464844,47716900,159.0754544243568
2023-04-11,AAPL,160.03160702009572,160.04145880285023,158.21787125365222,158.5037384033203,47644200,158.92102281994093
2023-04-12,AAPL,158.91770652356539,159.74570733298748,157.49826796976373,157.81370544433594,50133100,158.35256024902904
2023-04-13,AAPL,159.32188371142138,163.4323331532267,159.11487595150933,163.1957550048828,68445600,161.91432136987294
2023-04-14,AAPL,162.2395821576286,163.94488786146843,161.48058891002177,162.85073852539062,49386500,162.7587384322936
2023-04-17,AAPL,162.73248322378927,163.02820218114718,161.6876226098968,162.8704833984375,41516200,162.52876939649383
2023-04-18,AAPL,163.72807715584273,165.01936778477705,163.28449117964493,164.09278869628906,49923000,164.13221588690368
2023-04-19,AAPL,163.4323220199929,165.75862101045766,163.17602528319068,165.23619079589844,47720200,164.72361236318227
2023-04-20,AAPL,163.71818673436218,165.47276665465435,163.1957564794937,164.2701873779297,52456400,164.3129035040259
2023-04-21,AAPL,162.69305305620966,164.07305473489896,162.14105238473394,162.66348266601562,58337300,162.95919659521618
2023-04-24,AAPL,162.643765839196,163.23520373133107,161.54961626736943,162.96905517578125,41949600,162.58462505816058
2023-04-25,AAPL,162.83105575677226,163.93505711689548,161.3918982344198,161.43133544921875,48714100,162.252763600178
2023-04-26,AAPL,160.73147738017352,162.91977666468185,160.47519563222698,161.42147827148438,45498800,161.60548352279773
2023-04-27,AAPL,162.83104713478986,166.1529178634098,162.83104713478986,166.00506591796875,64902300,164.9963436387228
2023-04-28,AAPL,166.08391841749662,167.42449781718415,165.48262879614657,167.2569122314453,55275900,166.72134628159202
2023-05-01,AAPL,166.86264216717663,168.01593249804148,166.2317821133474,167.168212890625,52472900,167.1386425006713
2023-05-02,AAPL,167.6610625345139,167.91735928630777,165.14747425578494,166.13319396972656,48425700,166.39934250393978
2023-05-03,AAPL,167.07947455454496,168.47919460136384,164.7728942678528,165.05874633789062,65136000,166.10361173570243
2023-05-04,AAPL,162.53534351356944,164.6546351492701,161.9636242025262,163.4224853515625,81235400,163.3469149011196
2023-05-05,AAPL,168.5383592942621,171.8109560965244,168.32149974515366,171.0913848876953,113453200,170.40794690979112
2023-05-08,AAPL,170.0169159017989,171.36736200944458,169.65220445536363,171.02235412597656,55962800,170.68064019692827
2023-05-09,AAPL,170.57879765359286,171.06179068201072,169.14950709207488,169.31707763671875,45326900,169.84279180360144
2023-05-10,AAPL,170.54924563088602,171.54481722364216,169.4452292165715,171.08152770996094,53724500,170.69052471672487
2023-05-11,AAPL,171.3673768150292,172.09679977091955,169.71135988855104,171.268798828125,49514700,171.02565282919852
2023-05-12,AAPL,171.3773829679925,171.8117019924622,168.79122976444327,170.34095764160156,45533100,170.31462979950234
2023-05-15,AAPL,170.9233138186056,170.97267098611968,169.25514096380277,169.84739685058594,37266700,170.02506960016947
2023-05-16,AAPL,169.768428394902,170.9035679392614,169.58088019536424,169.84739685058594,42110300,170.1106149950705
2023-05-17,AAPL,169.492059065459,170.69628668546216,168.21871333171157,170.4593963623047,57951600,169.79146545982613
2023-05-18,AAPL,170.76541658498283,172.97648867280256,170.3508433925847,172.7889404296875,65496700,172.03875749835825
2023-05-19,AAPL,174.11158416944232,174.11158416944232,172.68031671339108,172.89747619628906,55809500,173.2297923597075
2023-05-22,AAPL,171.73273062815065,172.45331220735133,171.2095777379714,171.94989013671875,43570900,171.87092669401383
2023-05-23,AAPL,170.89370662105455,171.1404774028389,169.0675968111729,169.34397888183594,50747300,169.8506843652826
2023-05-24,AAPL,168.88003378894078,170.19285604024458,168.31740428792023,169.62034606933594,45143500,169.3768687991669
2023-05-25,AAPL,170.1830440486123,171.6537886011476,169.47234283142473,170.75555419921875,56058300,170.62722854393036
2023-05-26,AAPL,171.08125526170468,173.49960591702484,170.87396117733175,173.1639862060547,54835000,172.51251776680374
2023-05-30,AAPL,174.67423726963298,176.67801481811213,174.28927545149398,175.0098419189453,55964400,175.32571072951714
2023-05-31,AAPL,175.03946345752533,177.03337571367211,174.4768188110026,174.9604949951172,99625300,175.49022983993063
2023-06-01,AAPL,175.40466591116137,177.79340523372372,174.64460769798924,177.7637939453125,68901800,176.73393562567514
2023-06-02,AAPL,178.69166987914852,179.43198227661338,176.94452840385708,178.61270141601562,61996900,178.32973736549536
2023-06-05,AAPL,180.27099781019854,182.56102285189482,175.7402747725204,177.26039123535156,121946500,178.52056295325556
2023-06-06,AAPL,177.64536518975015,177.79342164547316,175.13816542041533,176.8951873779297,64848400,176.60892481460607
2023-06-07,AAPL,176.135134367242,178.86935913776645,175.02960596689772,175.5231475830078,61944600,176.47403756255733
2023-06-08,AAPL,175.60208462454239,178.50411146672758,175.16778069465795,178.23760986328125,50214900,177.30316734155562
2023-06-09,AAPL,179.1556074319137,179.87617397731293,178.2968498358667,178.62258911132812,48900000,178.9318709748359
2023-06-12,AAPL,178.92857679274874,181.51472997018058,178.63244881890137,181.416015625,54274900,180.521064804694
2023-06-13,AAPL,180.43882318354116,181.77137654932005,180.08347260699438,180.94223022460938,54929100,180.93235979364127
2023-06-14,AAPL,181.00143405215442,182.00826309164242,179.668880824476,181.57394409179688,57462900,181.08369600263845
2023-06-15,AAPL,181.5838370156226,184.11076766616947,181.4061542027307,183.6073455810547,65433200,183.0414224833183
2023-06-16,AAPL,184.31803597311566,184.57468723659963,181.88981981135748,182.5314178466797,101256200,182.9986416315456
2023-06-20,AAPL,182.02801364300083,183.69618663444365,182.02801364300083,182.62025451660156,49799100,182.78148493134867
2023-06-21,AAPL,182.51167734169172,183.015099412311,180.23151756348105,181.58383178710938,49515700,181.6101495876338
2023-06-22,AAPL,181.3666633051449,184.63390612000734,181.29756025506936,184.5845489501953,51245300,183.50533844175735
2023-06-23,AAPL,183.15329819733586,185.13733008755815,182.62026481317798,184.26869201660156,53117000,184.00876230577924
2023-06-26,AAPL,184.4167547195407,185.6209974197008,182.83741558637178,182.8769073486328,48088700,183.77844011823512
2023-06-27,AAPL,183.48887561115208,185.9565833444032,183.27171612569057,185.63084411621094,50730800,184.95304786210158
2023-06-28,AAPL,185.50255431027165,187.4471095844542,185.17683008088284,186.80551147460938,51216800,186.47648371331547
2023-06-29,AAPL,186.6376758009822,187.61489349976054,186.49948476837957,187.14108276367188,46347300,187.08515367727068
2023-06-30,AAPL,189.1547673916645,191.96794560784363,188.78953634841974,191.46453857421875,85213200,190.74067351016072
2023-07-03,AAPL,191.27697146600818,191.37568580561538,189.28305928715224,189.97402954101562,31458200,190.21092487792774
2023-07-05,AAPL,189.09553270560195,190.48730854754436,188.15779163185775,188.85862731933594,46920300,189.167909166246
2023-07-06,AAPL,187.3878728511301,189.53972207962792,186.756140199604,189.33242797851562,45094300,188.54276341924916
2023-07-07,AAPL,188.93757673504143,190.18129599874976,187.78269133409245,188.2169952392578,46815000,188.7269941907
2023-07-10,AAPL,186.8153651594175,187.5359467558433,184.62403920180722,186.17376708984375,59922200,186.1112510158314
2023-07-11,AAPL,186.71668657087457,186.85487763479418,184.1897556525184,185.650634765625,46638100,185.56508935097918
2023-07-12,AAPL,187.22992243297554,189.22383458950753,186.0355602702456,187.3187713623047,60750200,187.5260554073526
2023-07-13,AAPL,188.03936545890204,188.72045533421505,187.32866429002723,188.07884216308594,41342300,188.0426539291094
2023-07-14,AAPL,187.77284851528793,188.71057462083735,187.18060758311253,188.22691345214844,41616200,188.03936521869946
2023-07-17,AAPL,189.421252931179,191.81000743962883,189.33241906132668,191.48426818847656,50520200,190.87556489647736
2023-07-18,AAPL,190.85254922844402,191.8198865800326,189.93455398917624,191.22763061523438,48288200,190.9940237281477
2023-07-19,AAPL,190.6057743707706,195.66950100927124,190.16157487576123,192.57994079589844,80507300,192.803672226977
2023-07-20,AAPL,192.57005054034346,193.93223012421538,190.01350876450033,190.6353759765625,59581200,191.52703828842607
2023-07-21,AAPL,191.59284231983003,192.4515998266043,188.75990348350925,189.4607391357422,71951700,190.22408081528525
2023-07-24,AAPL,190.91179356457312,192.39241858357238,189.7667732684065,190.26031494140625,45377800,190.80650226446173
2023-07-25,AAPL,190.83280156435973,191.92846454581797,190.42809382758358,191.11904907226562,37283200,191.1585358152224
2023-07-26,AAPL,191.1684052777898,193.11296042478057,190.8229351880455,191.98768615722656,47471900,191.97452725668418
2023-07-27,AAPL,193.48806403406496,194.6528150463848,190.06288393124004,190.72422790527344,47460200,191.81330896096608
2023-07-28,AAPL,192.15547128634879,194.0901608500724,191.63231843190331,193.3004913330078,48291400,193.00765687166117
2023-07-31,AAPL,193.52754422924545,193.9519978690126,192.73787459795656,193.91250610351562,38824100,193.5341261901616
2023-08-01,AAPL,193.7052107356477,194.1888718595327,192.75760424557473,193.08334350585938,35175100,193.3432732036556
2023-08-02,AAPL,192.52069974591456,192.65889079076135,189.37191700535638,190.0924835205078,50389300,190.70776377220852
2023-08-03,AAPL,189.09552588996192,189.8851803589987,188.22688789998924,188.70068359375,61235200,188.93758395091265
2023-08-04,AAPL,183.12368481919472,184.95966022717982,179.57017917093492,179.6392822265625,115956800,181.38970720822576
2023-08-07,AAPL,179.77747246914834,180.7645556934903,175.0592158617292,176.5398406982422,97576100,177.45453741782057
2023-08-08,AAPL,177.3690050706545,177.94151520653074,175.2862586525361,177.4775848388672,67823000,176.90178623264467
2023-08-09,AAPL,178.53372709089916,178.59294967088076,174.72358547458126,175.8883514404297,60378500,176.4016288619639
2023-08-10,AAPL,177.16169386807627,178.41529378720278,175.30598763799586,175.67120361328125,54686900,176.4641616794933
2023-08-11,AAPL,175.2659575562626,176.5508864753638,174.5048729038775,175.73049926757812,52036700,175.59541954893982
2023-08-14,AAPL,175.90841909398483,177.60849603671858,175.2560608313475,177.38116455078125,43675600,176.74857380628245
2023-08-15,AAPL,176.8078826094104,177.40092323969566,174.99907927707545,175.39443969726562,43622600,175.93148073801225
2023-08-16,AAPL,175.0781688700227,176.47182426987777,174.4554618287455,174.524658203125,46964900,175.15064810058277
2023-08-17,AAPL,175.08801600845376,175.4537251155125,171.47040969711574,171.98439025878906,66062900,172.96950835713912
2023-08-18,AAPL,170.30408595131965,173.0716538674228,169.96802811890126,172.46871948242188,61172200,171.8361338229153
2023-08-21,AAPL,173.04203097276417,174.08974972921308,171.7274356199635,173.8031005859375,46311900,173.20676197837136
2023-08-22,AAPL,175.00895776189057,175.62177093693052,174.2083431088137,175.17698669433594,42038900,175.00236691336008
2023-08-23,AAPL,176.45206899868776,179.44696895877536,176.2642675025049,179.02194213867188,52722800,178.2443928666507
2023-08-24,AAPL,178.57713623123834,179.0021629998802,173.97111355320405,174.3368377685547,54945800,175.77003810721297
2023-08-25,AAPL,175.3252527852027,177.07473842454561,173.78332608108835,176.54100036621094,51449600,175.79968829061497
2023-08-28,AAPL,178.0038440119186,178.49805204021447,176.48168992086147,178.10269165039062,43820700,177.6941445371555
2023-08-29,AAPL,177.61838490226515,182.7581460326424,177.4207046822572,181.9871826171875,53003900,180.7220111106957
2023-08-30,AAPL,182.7977035116121,185.6739984160231,182.60002327821,185.47630310058594,60813900,184.583441598273
2023-08-31,AAPL,185.66407430986655,186.9292456956689,185.30824391498263,185.6937255859375,60794500,185.97707173219635
2023-09-01,AAPL,187.29500162288934,187.7200133732383,186.09901131803056,187.26535034179688,45766500,187.0281250110219
2023-09-05,AAPL,186.09898389331408,187.77928826308653,185.4367469097816,187.50253295898438,45280000,186.90618937728416
2023-09-06,AAPL,186.21757793807612,186.66237722656214,179.36786194540127,180.7911834716797,81755800,182.27380754788103
2023-09-07,AAPL,173.15073850258275,176.1456533918577,171.52973657694065,175.503173828125,112488800,174.39285459897442
2023-09-08,AAPL,176.2840107997074,178.15211655476327,175.7304851357375,176.115966796875,65551300,176.66618949579194
2023-09-11,AAPL,177.9841155245434,178.21144703159865,175.2857283917044,177.28233337402344,58953100,176.92650293244216
2023-09-12,AAPL,177.4108321261293,178.04341790139725,172.79493020499618,174.25778198242188,90370200,175.03204336293842
2023-09-13,AAPL,174.46531572894506,175.24617287306006,171.96462426919445,172.1919708251953,84267900,173.13425598914992
2023-09-14,AAPL,171.98440467411754,174.060084556446,171.56927171405846,173.70425415039062,60895800,173.1112034736317
2023-09-15,AAPL,174.43568479625586,174.45545734300367,171.80650919609533,172.9827117919922,109259500,173.08155944369707
2023-09-18,AAPL,174.43567131089117,177.30208708635865,174.1292647291417,175.90841674804688,67257600,175.77992285451577
2023-09-19,AAPL,175.46363376102514,177.54919237650395,175.07815207769175,176.9956817626953,51826900,176.54100873896368
2023-09-20,AAPL,177.18347129792434,177.61837681135137,173.36818440563272,173.4571533203125,58436200,174.8145715124322
2023-09-21,AAPL,172.5280351536478,174.25776334751873,171.846025624082,171.9152069091797,63149100,172.67299862692678
2023-09-22,AAPL,172.6466384244914,175.0287248458324,172.03382526857388,172.76524353027344,56725400,173.27593121489323
2023-09-25,AAPL,172.1820865728236,174.92000347180993,172.13266274999066,174.04031372070312,46172700,173.69765998083457
2023-09-26,AAPL,172.7949188930673,173.1705067749598,169.67152023376326,169.96804809570312,64588900,170.9366917014754
2023-09-27,AAPL,170.62039864934732,171.03553164114703,167.0917606780329,168.4557647705078,66921800,168.8610190298959
2023-09-28,AAPL,167.3783703364052,170.03721192481018,165.678293523344,168.71273803710938,56294400,168.1427478284212
2023-09-29,AAPL,170.027329658855,171.06516950648842,168.3667828862352,169.22671508789062,51861100,169.55288916020473
2023-10-02,AAPL,169.2365980179806,172.28092127496365,168.94994891630552,171.73728942871094,52164500,170.98938653999335
2023-10-03,AAPL,170.26456118455488,171.61870157072957,168.84125459232132,170.40293884277344,49594600,170.2876316686081
2023-10-04,AAPL,169.10812432832188,172.19199313339385,168.98951921036945,171.6483612060547,53020300,170.94329118327266
2023-10-05,AAPL,171.77682905786853,173.41760341955526,170.67968657288918,172.8838653564453,48527900,172.32705178296325
2023-10-06,AAPL,171.78673241813826,175.92819856079907,171.17390414032383,175.43399047851562,57266700,174.17869772654618
2023-10-09,AAPL,174.76187075811515,176.97592853708252,173.7635757979471,176.9166259765625,42390800,175.8853767705307
2023-10-10,AAPL,176.03691333055846,177.6381425852869,175.88864186643335,176.32354736328125,43698000,176.61677727166716
2023-10-11,AAPL,176.13576739500243,177.7666632072918,175.54272671219826,177.7172393798828,47551100,177.0088764331243
2023-10-12,AAPL,177.98412865495294,180.22782277513622,176.96604600034954,178.61671447753906,56743100,178.60352775100827
2023-10-13,AAPL,179.31846581874476,179.82255265296823,176.0764618780152,176.7782440185547,51427100,177.55908618317937
2023-10-16,AAPL,174.70255348644375,177.0055649122618,174.46532818230494,176.6497344970703,52517000,176.04020919721233
2023-10-17,AAPL,174.60370757241088,176.35320838797153,172.77514673671925,175.09791564941406,57549400,174.74209025803495
2023-10-18,AAPL,173.5461178040648,175.5229501994882,173.08156098457755,173.8031005859375,54764400,174.1358705900011
2023-10-19,AAPL,174.0007735918687,175.77992569036093,173.16062890788183,173.42750549316406,59302900,174.1226866971356
2023-10-20,AAPL,173.2792242572037,173.38795063159753,170.64015507731645,170.87738037109375,64244000,171.63516202666924
2023-10-23,AAPL,168.93021596381925,171.99429712738208,167.96155723103598,170.99600219726562,55980100,170.31728551856122
2023-10-24,AAPL,171.04542648826694,171.6582397062376,169.46395453488128,171.430908203125,43816600,170.8510341480813
2023-10-25,AAPL,169.88897487497013,171.0552987076063,168.67321213575732,169.11801147460938,57157000,169.61550743932435
2023-10-26,AAPL,168.39647143119544,169.39478149468584,163.7509180796386,164.956787109375,70625300,166.03416222789983
2023-10-27,AAPL,164.97655472973753,167.00281099505466,164.89747962237493,166.27137756347656,58499100,166.05722272696872
2023-10-30,AAPL,167.06207484672964,169.1871631923404,166.91380339901636,168.31735229492188,51131000,168.13943962875953
2023-10-31,AAPL,167.38827526603964,168.92030818010912,165.9550598323106,168.7918243408203,44846000,167.88906411774667
2023-11-01,AAPL,169.01916053768616,172.2117404582064,168.14934950515965,171.9547576904297,56934900,170.77194921793193
2023-11-02,AAPL,173.4868054165182,175.7206204672586,173.42750286114074,175.5130615234375,77334800,174.88706161727896
2023-11-03,AAPL,172.22162738228718,174.77174274032964,171.34193765305042,174.60369873046875,79829200,173.5724597079496
2023-11-06,AAPL,174.33686186638658,177.3515193436343,174.1688329148246,177.15383911132812,63841300,176.22473045659567
2023-11-07,AAPL,177.1043884447924,180.32663456302825,176.89682951103612,179.7138214111328,70530000,178.9790951617324
2023-11-08,AAPL,180.23771569933098,181.32496456419335,179.4865096698249,180.77145385742188,49340300,180.52764269714672
2023-11-09,AAPL,180.8406289798602,181.98718027395728,179.70394133589065,180.2969970703125,53763500,180.66270622672013
2023-11-10,AAPL,182.07848170612579,184.65175539538808,181.6430032262288,184.48348999023438,66133400,183.59274953728377
2023-11-13,AAPL,183.9094957186621,184.1173281429783,182.31604835731383,182.8999786376953,43627500,183.11111837932913
2023-11-14,AAPL,185.77012344749633,186.17591157835597,184.38452385663774,185.51280212402344,60108400,185.3577458530057
2023-11-15,AAPL,185.91860660743325,187.55163591900057,185.84931907084464,186.0769500732422,53790500,186.49263502102914
2023-11-16,AAPL,187.62090049490251,188.99660829200764,186.7103463929358,187.75946044921875,54412900,187.82213837805406
2023-11-17,AAPL,188.29392494435922,188.42259316852056,186.63120528706287,187.73968505859375,50922700,187.59782783805906
2023-11-20,AAPL,187.93759410143886,189.9368291546864,187.9277023558229,189.48155212402344,46505100,189.11536121151093
2023-11-21,AAPL,189.4419425015758,189.5508120951324,187.7891151098709,188.6798553466797,38134500,188.67326085056098
2023-11-22,AAPL,189.52117473642568,190.94635649331246,188.8679569924961,189.343017578125,39617700,189.7191103546445
2023-11-24,AAPL,188.9075250877743,188.93721542830764,187.30418629136327,188.01678466796875,24048300,188.08606212921322
2023-11-27,AAPL,187.9672912540552,188.7095799535061,186.95777439426936,187.838623046875,40552600,187.83532579821681
2023-11-28,AAPL,187.82873180101734,189.1153685705385,187.45263402635211,188.44235229492188,38415400,188.3367849639375
2023-11-29,AAPL,188.93721085337887,190.11497800569174,187.02706184977393,187.42294311523438,43014200,188.18832765690001
2023-11-30,AAPL,187.88813964798328,188.36321535895866,186.2551103094808,187.99700927734375,48794400,187.5384449819277
2023-12-01,AAPL,188.37308016671426,189.59042941044567,187.2843840288066,189.2737274169922,45704800,188.71618028541482
2023-12-04,AAPL,188.02667840765253,188.09596593756666,185.52269231677565,187.48233032226562,43389500,187.03366285886932
2023-12-05,AAPL,188.25433276481266,192.40123993854135,188.22462732075607,191.4313201904297,66628400,190.685729149909
2023-12-06,AAPL,192.45072587794942,192.75753614335477,190.1347886146608,190.34263610839844,41089700,191.07832028880466
2023-12-07,AAPL,191.63917909312914,192.9950884718347,191.59958189996593,192.27259826660156,47477700,192.28908954613405
2023-12-08,AAPL,192.2032849129047,193.97488907234165,191.67873543823174,193.69776916503906,53406400,193.11713122520416
2023-12-11,AAPL,191.12451418849048,191.50061200003438,189.45188773429211,191.19378662109375,60943700,190.71542878514006
2023-12-12,AAPL,191.09480795445688,192.71794533501543,189.748790485074,192.7080535888672,52696900,191.72492980298554
2023-12-13,AAPL,193.08413511536142,195.96421892707963,192.8466123940007,195.9246368408203,70404200,194.91182272063352
2023-12-14,AAPL,195.9840185786185,197.56755876987646,194.14314196862804,196.07308959960938,66831600,195.92793011270464
2023-12-15,AAPL,195.4990533238864,196.36010340669733,194.97450383643803,195.5386505126953,128538400,195.62441925194355
2023-12-18,AAPL,194.07387143964067,194.6083278162061,192.39135323196817,193.8759307861328,55751900,193.62520394476903
2023-12-19,AAPL,194.1431515248431,194.92502236186388,193.87592334681435,194.91513061523438,40714100,194.5720254413042
2023-12-20,AAPL,194.87553713507947,195.6475162401682,192.8268280029297,192.8268280029297,52242800,193.76705741534252
2023-12-21,AAPL,194.08375795359612,195.0536776254948,191.51048442189503,192.6783447265625,46482500,193.08083559131742
2023-12-22,AAPL,193.17322354105164,193.4008696387368,190.98595440796598,191.60948181152344,37149600,191.9987686194087
2023-12-26,AAPL,191.6193643540786,191.89648427525853,190.84738527337694,191.06512451171875,28919300,191.26966468678475
2023-12-27,AAPL,190.5108903848591,191.5105004803971,189.12527563548673,191.16409301757812,48087700,190.59995637782063
2023-12-28,AAPL,192.14393105407996,192.65858885458314,191.18390299052217,191.58969116210938,34049900,191.81072766907155
2023-12-29,AAPL,191.90635467026271,192.40121377472641,189.75866796911842,190.55044555664062,42672100,190.90344243349514
